SST,Curr_Speed,Curr_Dir,WD_Speed,WD_Dir,Presence,Month_Apr,Month_Aug,Month_Dec,Month_Feb,Month_Jan,Month_Jul,Month_Jun,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
20.07049797,0.097561322262558,20.75575086,1.3894702411698356,213.1131456,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.46739118,0.1496194053777136,355.2273609,1.0749432926118654,356.9445439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.97711133,0.2852947227488849,4.134671374,2.25606517358772,36.1557455,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.73586251,0.2078618230325721,18.72214331,1.5613386013207315,208.3020977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.22614236,0.0430337582864912,65.3914972,0.967626492500002,152.9442047,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.56856004,0.0861056110741717,41.69813433,1.917357538323268,170.0769204,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.76311554,0.0556208456653794,152.3411289,1.5265299652126678,116.7225077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.91875994,0.0903907949023895,6.483073693,1.7645722943820246,67.8035127,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21.43238645,0.1848241077994054,1.378279154,1.916461247975844,32.01220413,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.58024863,0.0691621690219816,71.87392031,1.3449961915275286,169.1849621,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.08609292,0.3298329135841598,12.49483021,2.0008854156419105,33.13683054,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.54911975,0.2843141751973248,356.0621305,2.270571230029653,24.30177134,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.09778151,0.1062080615892816,102.105656,2.0743723012640323,148.0048433,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.97326599,0.1771553716770967,21.71764379,1.7678833336712432,98.3212034,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.4674217,0.1017906804716012,347.6658945,1.52624315734113,33.76476863,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.9538257,0.1188866735351075,95.13172836,1.638122494792696,153.088622,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.45576363,0.1138344984334011,331.7483577,1.816730083009913,16.8823371,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.73592354,0.1810232752243691,346.0278696,2.213765898778037,21.56853565,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.87987935,0.2973206074244373,352.962678,2.412308448510295,21.31324059,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.51802139,0.3205559468229866,12.68941214,1.4359743511815732,32.11399131,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.15616342,0.167841866896628,42.42815939,1.5226125693390926,125.2836123,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.84099877,0.2533189634128169,41.91057172,2.055703257385823,133.3735963,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.86043906,0.3797046366927875,5.650317502,2.072559288461932,64.89549936,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.87212765,0.2995887349743019,29.00598244,2.2544937264336817,144.9757388,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.98107873,0.2943961256684461,18.61263463,2.027669770735369,101.9620514,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.68535437,0.2130926554605515,15.19700286,1.4999356622896054,121.3239177,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.63087883,0.1562441869112748,27.16619549,1.27100375518461,108.6557407,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.93438541,0.167532337589694,165.6614683,2.41344230619262,197.9525476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.70479466,0.0214177830139631,68.49856568,2.178266825918546,150.6261588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.7981813,0.1280058688713595,18.23249108,1.3623855869041892,15.99830058,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21.14444431,0.2985584748633344,16.51150038,1.922071318053978,66.83330669,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20.96545326,0.3142829487580035,14.01327463,2.354153969820268,30.69656703,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19.93820023,0.0834995894590757,132.0170618,2.2883371540641515,149.0882386,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20.28840012,0.2679153830748264,16.14865474,1.1666982193641222,266.9960782,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.05102716,0.152876190868268,8.713969104,1.8430269801748824,55.09536293,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.12884936,0.3037499880626491,0.0,1.9316238409948256,26.9947756,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.82924915,0.1454767858532404,56.52672628,2.5162612027812674,176.3664133,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.96154689,0.0937772627598397,40.21547031,1.341855287536733,152.7738276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.84871996,0.3801296958663563,11.30251746,2.000632840255224,28.28732108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.76311554,0.406596300735138,11.82942185,1.9788188029282143,31.3926921,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22.44407504,0.2618579301480558,6.262782498,1.9662530189096048,39.13391185,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.68532386,0.2083852217452702,31.97338333,1.8825312145372315,183.4710651,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.72423496,0.2233980805189032,21.90518258,1.1855432439517786,141.1402341,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.38572365,0.2568802199307599,2.20948164,1.771978327631056,51.48575755,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.36237699,0.2034447659862662,16.17960254,1.392628063810949,60.78731916,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.26899035,0.1779431137197942,13.31763397,1.6833886573568404,62.97068659,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.33124811,0.2726152203492949,357.6001193,2.283491458081357,23.27641684,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.53358583,0.1927483211643511,25.0566477,1.0625435921536102,161.1041036,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.25733228,0.2212154625451035,16.4692506,1.8075710923979709,85.61813809,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
